"Estimate","Std..Error","t.value","Pr...t.."
97.6164997722539,4.01306031027614,24.3247029012472,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000154196778126363
0.950660600090106,0.180969629771221,5.25314994174391,0.000000165632939466308
116.653298205848,1.35406597064742,86.1503802138039,0
1.22276726592707,0.81434260517148,1.50153910425648,0.133376033770442
101.379598072051,1.72807596842446,58.6661697312311,0
3.58393002608809,0.35156821361277,10.1941241765263,0.00000000000000000000000809585818195336
113.554269081432,3.5336583522892,32.1350446932336,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128024157238036
0.362539903436302,0.252032674557064,1.43846389787931,0.150460914862482
139.069400757361,4.42151437191638,31.4528890012599,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220612263311992
-0.475392018631768,0.102380265679989,-4.64339504761305,0.0000036529361555853
115.705751626182,0.75104097703,154.06050424005,0
0.123719942135694,0.0279084259871719,4.43306771197207,0.00000980000238710803
120.548362117773,0.626712367008469,192.350380276035,0
-0.000191348030172111,0.0000500723586544382,-3.82143033230472,0.000136784204662497
135.666666666667,8.01439691174416,16.9278697025678,0.00000000000000000000000000000000000000000000000000000000000397183468857027
-18.1079347626902,8.02320394397485,-2.25694559045687,0.0241203971602346
-5.08874458874448,8.11781276189135,-0.626861537461585,0.530822490704731
123.010101010101,2.82418552458622,43.5559562001945,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000526726580071604
-5.05800411928375,2.84934410552714,-1.77514681693666,0.0760277066438233
6.26989898989914,3.25700963412532,1.925047726051,0.0543669269897903
119.230816831683,0.40717010433719,292.828023378024,0
-15.8974834983494,16.3730992051365,-0.970951394062411,0.33169149748762
-3.29430889517527,0.957205792024065,-3.44158896929496,0.00059035947487629
-12.1197057205727,9.45885744631286,-1.28130757751265,0.200236222330256
115.778121775026,0.637319493679334,181.664177737013,0
4.93834408842808,1.0190390954371,4.84607912546268,0.00000135754091171931
7.23859131689596,1.06633339143806,6.7883003336639,0.0000000000149583318378949
1.70482256967796,0.936617824644891,1.82019018303899,0.0688814931475845
120.074552898082,0.411578379350209,291.741643688022,0
-6.52345800757151,1.0610411912942,-6.14816659437562,0.000000000946105546970529
-7.42414639401738,1.51655523522233,-4.89540124987863,0.00000106077743001142
-5.93313875666826,2.84789600439334,-2.08334108672347,0.0373485975385912
115.782690498589,0.494812842213257,233.992897154209,0
6.11446486246125,0.727731542868109,8.40208854815218,0.0000000000000000826543917865108
97.3128269097417,0.855081741864816,113.805291523961,0
0.486324472416287,0.0181423440680312,26.8060439484909,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000291565053970002
123.983333333333,1.17149134870965,105.833759224851,0
-8.82258883248755,1.62060303449757,-5.44401598953118,0.0000000585974896861287
-5.0749046132503,1.27649822169296,-3.97564565857341,0.0000727198692311347
-9.60701058201067,1.36474612034433,-7.03941226781928,0.00000000000265496454216196
-4.8104938271605,2.43865370927752,-1.97260226364229,0.0486804612604762
13.4899176954732,2.10289132764451,6.41493809886196,0.00000000017591231429752
120.881439395454,0.503939014010139,239.873151383001,0
-0.0000487716086732392,0.00000745179171243219,-6.54495060454672,0.000000000075627456619299
118.129194104735,0.503327647737371,234.696414225934,0
1.0389313511366,0.740254444524363,1.40347870765456,0.160631339672884
121.850427350427,1.31224103993934,92.8567417431632,0
-3.13678951434038,1.40820247685442,-2.22751313528947,0.0260253410418031
-4.01456876456877,1.43567187948123,-2.79629964335542,0.00521921913144377
121.89842209073,0.889454613217254,137.048501721532,0
-5.35514400601528,1.50614985196005,-3.55551872813072,0.000386119606684039
-3.874550562952,1.06738413996351,-3.62994953539826,0.000290697316688655
-3.70615155932874,1.08566491696096,-3.41371587257618,0.000653786858571868
116.616761594793,0.46173822122521,252.560338811357,0
7.27108887249684,1.01463340932516,7.16622260381993,0.00000000000108429363435475
3.76028758553525,0.909310182301404,4.13531890297127,0.0000369315993535599
118.04821802935,0.410792670005394,287.366904642675,0
3.93439066630191,1.58174313099001,2.48737648308256,0.0129509192751611
2.41624275496367,1.07480102504241,2.24808378357131,0.0246808030322337
118.395561656371,0.42982338883867,275.451649981779,0
3.1720059111961,1.61547999251347,1.96350677563075,0.049727499882302
0.173305499292676,0.918087785880029,0.188767895573902,0.850294139490513
121.842239185751,1.42341100840126,85.5987753829448,0
-0.333241756444723,1.64572471545621,-0.202489367337687,0.839555068397768
-3.24769373120528,1.58388093567017,-2.05046582610146,0.0404509952967931
-0.244538036325345,2.56949173788135,-0.095169808378904,0.92418962471196
-4.32391011499189,1.64466402572922,-2.62905374432005,0.008628823347326
-6.04893496449883,1.61419214143368,-3.74734507078343,0.000183857823234973
